posted,item_id,recommend,sentiment_analysis,steam_id
2015-12-17,252490,True,2,76561198100886422
2014-10-26,440,True,1,76561198075895633
2016-01-11,242920,True,1,76561198066482493
2014-06-28,251990,True,2,76561198031442694
2015-09-12,344760,False,0,76561198101807736
2015-09-13,252950,True,1,76561198101807736
2016-04-20,236430,True,1,76561198101807736
2015-10-14,399730,True,2,76561198101807736
2016-02-26,550,True,1,76561198092334812
2015-11-19,377160,True,2,76561198043608819
2013-06-25,219150,True,2,76561198043608819
2014-04-11,277430,True,2,76561198055519677
2014-02-22,239820,True,2,76561198055519677
2012-09-24,17410,True,2,76561198055519677
2015-09-26,440,True,2,76561198095258412
2015-06-12,270550,True,1,76561198102421718
2015-08-03,274940,True,2,76561198102421718
2015-06-26,333930,True,1,76561198102421718
2014-01-15,440,True,0,76561198087407319
2014-10-14,730,True,2,76561198056741844
2016-08-31,294100,True,0,76561198040301510
2014-07-09,212070,True,2,76561198040301510
2014-03-13,264140,True,1,76561198040301510
2014-11-11,332800,True,1,76561198030567998
2015-07-21,319630,True,2,76561198030567998
2015-07-05,6020,True,1,76561198030567998
2015-03-12,55230,True,2,76561198030567998
2014-02-23,32430,True,1,76561198030567998
2016-03-27,377160,False,1,76561198010674657
2016-01-15,440,True,1,76561198010674657
2015-03-22,35450,True,2,76561198126946946
2014-08-21,440,True,1,76561198126946946
2015-03-13,236390,True,2,76561198126946946
2015-03-20,351570,True,1,76561198082552101
2015-03-07,212680,True,0,76561198082552101
2015-10-10,391540,True,1,76561198026747561
2014-07-06,550,True,1,76561198061730629
2014-06-19,440,True,2,76561198024740070
2014-02-19,570,True,1,76561198024740070
2015-04-11,72850,True,2,76561198073017892
2015-12-24,440,True,1,76561198073017892
2014-05-17,113400,True,0,76561198073017892
2014-08-09,440,True,1,76561198093112529
2015-09-26,200510,True,2,76561198060447950
2015-05-22,730,True,2,76561198136952974
2015-08-22,383080,True,1,76561198084507508
2016-05-26,200210,True,2,76561198081962345
2014-04-05,1250,True,0,76561198081962345
2016-04-30,72850,True,2,76561198094224872
2016-01-18,304050,True,0,76561198073210139
2015-12-30,265610,True,1,76561198076738682
2014-08-01,264200,True,1,76561198076738682
2015-12-26,417860,True,1,76561198076738682
2015-04-14,333600,True,2,76561198076738682
2014-12-30,213670,True,1,76561198076738682
2013-12-04,91310,True,1,76561198076738682
2016-08-19,437220,False,1,76561198076738682
2013-12-04,210770,True,0,76561198076738682
2015-11-10,351640,True,1,76561198069920369
2016-09-14,202530,False,1,76561198069920369
2012-08-27,105600,True,2,76561198069920369
2014-02-05,440,True,2,76561198069920369
2013-01-27,47870,True,2,76561198069920369
2015-08-25,383080,True,2,76561198069920369
2012-08-27,410,True,2,76561198069920369
2014-12-16,730,True,2,76561198056290589
2014-06-29,253710,False,1,76561198075905679
2015-04-11,339280,True,2,76561198075905679
2014-03-08,271290,True,2,76561198075905679
2013-11-16,203290,True,2,76561198075905679
2015-11-11,440,True,1,76561198097762318
2014-12-26,233150,True,0,76561198097762318
2013-01-17,550,True,1,76561198061518530
2015-07-17,730,True,2,76561198066728567
2013-12-29,211820,True,2,76561198066728567
2015-05-06,440,True,2,76561198183396245
2016-07-20,346330,False,1,76561198064054499
2015-01-26,224260,True,2,76561198064054499
2014-11-16,317360,True,2,76561198064054499
2014-08-17,295550,True,2,76561198064054499
2014-07-21,250180,True,2,76561198064054499
2014-07-19,227940,True,1,76561198064054499
2014-02-08,17520,True,1,76561198064054499
2014-01-07,113420,True,2,76561198064054499
2015-07-06,320760,True,0,76561198064469140
2015-09-06,8850,True,1,76561198064469140
2014-04-24,233720,True,1,76561198064469140
2015-07-06,218620,True,0,76561198064469140
2015-01-27,730,True,2,76561198064469140
2015-01-25,219740,True,2,76561198064469140
2014-05-24,220240,True,1,76561198064469140
2012-10-20,440,True,1,76561198064469140
2014-03-28,4000,True,2,76561198090715178
2014-07-09,304930,True,2,76561198090715178
2015-02-23,333950,True,1,76561198072380677
2015-08-29,388520,True,1,76561198072380677
2014-11-23,107410,True,1,76561198072380677
2014-09-09,206210,True,1,76561198072380677
2015-03-26,221100,True,2,76561198073784601
2016-07-08,299740,False,0,76561198073784601
2015-11-23,730,True,0,76561198098305358
2015-09-14,440,True,1,76561198102410011
2014-10-13,209870,True,1,76561198092276029
2016-07-23,322170,True,2,76561198027947401
2016-02-20,304050,True,2,76561198027947401
2015-12-27,440,True,2,76561198228257988
2015-05-13,730,True,2,76561198228257988
2015-12-27,362890,True,2,76561198228257988
2015-12-21,413850,True,1,76561198228257988
2015-11-15,730,True,2,76561198074200011
2016-09-09,346110,True,1,76561198026525528
2014-06-13,570,True,2,76561198059515552
2015-03-13,311560,True,1,76561198121529183
2015-01-07,322170,True,1,76561198121529183
2014-01-02,48240,False,0,76561198086661549
2015-11-18,440,True,2,76561198086661549
2014-06-01,248570,True,1,76561198086661549
2014-03-18,264140,True,0,76561198086661549
2014-02-16,4000,True,1,76561198086661549
2015-02-25,266430,True,2,76561198086661549
2015-08-15,316010,True,2,76561198086661549
2014-12-25,249570,True,1,76561198086661549
2016-02-22,730,True,1,76561198168665156
2014-12-16,240,True,0,76561198078752187
2015-08-14,304930,True,1,76561198078378562
2014-11-11,440,True,1,76561198078378562
2016-05-29,730,True,0,76561198211054671
2016-07-03,333930,True,0,76561198211054671
2016-06-20,365590,True,1,76561197994493402
2015-03-01,264200,True,2,76561197994493402
2014-11-27,440,True,2,76561197994493402
2016-05-17,298050,False,2,76561198104221843
2015-11-20,383080,True,1,76561198065656175
2016-09-17,440,True,2,76561198188979775
2014-08-23,301520,True,2,76561198090575193
2014-06-17,243870,True,2,76561198090575193
2014-07-10,218230,False,2,76561198090575193
2016-08-26,291550,False,1,76561198090575193
2015-06-15,251570,True,2,76561198126640317
2015-02-14,221100,True,1,76561198126640317
2015-09-12,316010,True,2,76561198126640317
2015-09-12,218230,True,1,76561198126640317
2015-07-01,333930,True,2,76561198126640317
2015-07-01,222880,True,1,76561198126640317
2015-06-15,730,True,1,76561198126640317
2015-01-15,55230,True,2,76561198083882871
2015-04-29,232090,True,2,76561198083882871
2015-03-29,4000,True,0,76561198083882871
2014-11-23,206420,True,2,76561198083882871
2014-02-12,224260,True,1,76561198083882871
2013-12-26,550,True,2,76561198083882871
2015-08-29,346110,True,1,76561198010679125
2015-10-05,380770,False,0,76561198010679125
2016-06-29,454890,True,1,76561198010679125
2013-06-14,227680,False,1,76561198010679125
2016-09-04,570,False,1,76561198086990597
2015-11-23,233250,True,1,76561198086990597
2016-07-16,273350,True,2,76561198081394779
2015-05-31,730,True,0,76561198085068505
2016-06-26,440,False,1,76561198085068505
2015-05-03,730,True,2,76561198141443390
2016-06-14,570,True,0,76561198097333029
2015-08-06,730,True,2,76561198073910768
2015-10-05,370480,True,2,76561198042805870
2015-12-17,313740,True,1,76561198042805870
2014-12-17,1840,True,2,76561198049699081
2014-09-30,440,True,2,76561198049699081
2015-03-10,266210,True,2,76561198049699081
2016-01-16,369200,True,0,76561198049699081
2016-03-05,252490,False,0,76561198049699081
2015-03-10,264200,True,2,76561198049699081
2016-03-19,292030,True,1,76561198050347115
2015-09-01,287700,True,0,76561198141694336
2016-04-19,730,False,0,76561198141694336
2016-04-18,310950,True,1,76561198141694336
2015-11-18,377160,True,1,76561198141694336
2015-08-08,221380,True,1,76561198141694336
2015-07-15,333950,True,2,76561198141694336
2015-06-12,222420,False,1,76561198141694336
2015-05-19,271590,True,1,76561198141694336
2015-05-11,298110,True,1,76561198141694336
2015-05-02,222440,True,2,76561198141694336
2016-02-07,259530,True,2,76561198056392326
2016-01-30,219640,False,0,76561198056392326
2016-01-30,269210,False,0,76561198056392326
2014-08-20,317470,False,0,76561198077997412
2014-03-18,47410,True,2,76561198077997412
2016-04-10,730,True,1,76561198078478151
2016-09-15,365450,True,1,76561198069274972
2015-05-01,245620,True,2,76561198095921854
2015-10-28,70,True,1,76561198160640899
2016-04-15,359550,False,0,76561198160640899
2014-12-15,274980,True,1,76561198034252291
2014-12-06,202090,True,2,76561198034252291
2015-04-11,339280,True,1,76561198034252291
2015-01-31,314130,False,0,76561198034252291
2015-09-13,570,True,1,76561198043816230
2013-07-26,212680,True,2,76561198043816230
2013-05-18,200210,True,2,76561198043816230
2011-10-30,440,True,2,76561198043816230
2016-08-19,440,False,1,76561198044031549
2016-08-19,4000,True,2,76561198044031549
2016-08-19,211820,True,1,76561198044031549
2016-08-19,10180,True,1,76561198044031549
2016-08-19,252490,True,1,76561198044031549
2015-12-13,417860,True,1,76561198044031549
2015-05-18,251970,True,2,76561198085386998
2016-06-22,359550,True,1,76561198088944293
2016-07-14,107410,True,2,76561198088944293
2016-06-27,218230,False,1,76561198088944293
2016-03-08,437701,False,1,76561198088944293
2014-12-13,304930,True,1,76561198088944293
2015-07-31,400,True,2,76561198092540221
2015-06-29,620,True,2,76561198092540221
2015-06-29,238460,True,2,76561198092540221
2015-02-12,6060,True,2,76561198092540221
2014-03-29,440,True,2,76561198092540221
2015-02-04,730,True,2,76561198051258119
2014-04-21,265610,True,2,76561198053801332
2013-02-15,31280,True,1,76561198059267109
2013-02-15,4000,True,2,76561198059267109
2013-02-15,240,True,2,76561198059267109
2016-03-27,440,True,2,76561198109656922
2015-08-01,252490,True,0,76561198000290610
2013-12-27,8930,True,2,76561198039196279
2014-07-16,304930,True,2,76561198049338296
2015-01-13,237310,True,1,76561198049338296
2014-01-11,224260,True,2,76561198049338296
2015-09-03,230410,True,1,76561198092377415
2014-01-20,440,True,2,76561198092377415
2014-05-03,440,True,2,76561198095435043
2016-05-01,219640,False,0,76561198115868847
2014-08-02,570,True,2,76561198047971656
2014-03-17,8930,True,2,76561198031207016
2015-07-19,105600,True,0,76561198043458582
2015-05-26,221100,True,2,76561198043458582
2015-11-22,107410,True,2,76561198043458582
2014-10-18,231430,True,1,76561198043458582
2014-12-30,218620,True,2,76561198140446256
2016-03-07,225540,True,2,76561198073360997
2015-01-22,570,True,2,76561198033203747
2015-08-20,333930,False,0,76561198033203747
2015-05-14,230410,False,1,76561198047630659
2015-04-13,271590,True,1,76561198058095161
2014-10-01,218620,True,1,76561198058095161
2013-12-28,219740,True,2,76561198058095161
2013-12-28,7940,True,2,76561198058095161
2014-11-30,234190,True,0,76561198058095161
2013-12-28,10180,True,2,76561198058095161
2013-12-28,33900,True,2,76561198058095161
2015-01-05,261030,True,2,76561198058095161
2014-12-23,243470,True,1,76561198058095161
2015-09-01,302830,False,1,76561198059540034
2014-10-04,570,False,1,76561198060039459
2016-01-10,218620,False,1,76561198049756768
2016-09-12,4700,True,1,76561198049756768
2013-12-08,212680,True,0,76561198049756768
2015-11-06,304930,False,0,76561198065593074
2016-06-25,730,False,1,76561198065593074
2015-09-23,304050,True,2,76561198065593074
2014-05-31,203750,True,0,76561198065593074
2015-06-24,227940,False,1,76561198044169764
2015-07-22,355180,False,1,76561198044169764
2016-03-20,730,True,0,76561198044169764
2015-06-03,4000,True,1,76561198044169764
2014-07-26,236390,True,2,76561198074141366
2016-05-15,221100,False,0,76561198074935997
2016-05-13,365590,False,1,76561198074935997
2016-07-10,299740,True,2,76561198074935997
2016-09-17,346110,False,1,76561198074935997
2016-08-16,275850,False,0,76561198074935997
2016-07-31,400800,False,0,76561198074935997
2016-06-29,252490,False,2,76561198074935997
2016-03-06,437220,False,2,76561198074935997
2014-04-23,730,True,2,76561197961778802
2016-09-08,440,True,2,76561198092019152
2016-09-02,301520,False,1,76561198016602703
2016-07-23,433340,True,2,76561198016602703
2014-04-12,440,True,1,76561198045506359
2015-04-04,4000,True,2,76561198087010391
2015-01-05,302830,False,1,76561198004054805
2014-09-14,220200,True,2,76561198061174192
2014-09-14,242760,True,1,76561198061174192
2015-10-12,352460,True,2,76561198069676842
2015-03-22,322920,True,2,76561198036810834
2015-12-01,234792,True,1,76561198084390807
2014-05-10,252490,True,1,76561198084390807
2015-08-01,304050,False,1,76561198070257177
2016-06-29,297130,True,1,76561198070257177
2016-03-25,397570,True,1,76561198070257177
2014-12-30,550,True,2,76561198070257177
2014-12-27,206420,True,2,76561198070257177
2016-07-07,278360,False,1,76561198070257177
2013-12-26,10180,True,2,76561198028286104
2016-08-26,242760,True,2,76561198063067690
2014-07-13,304930,True,1,76561198063067690
2016-08-26,441790,True,2,76561198063067690
2015-01-28,265750,True,1,76561198063067690
2014-05-08,252490,True,2,76561198063067690
2013-11-21,4000,True,2,76561198063067690
2013-12-07,211820,True,0,76561198063067690
2013-02-09,105600,True,2,76561198063067690
2016-08-26,251570,True,2,76561198063067690
2014-01-09,730,True,2,76561198063067690
2016-07-18,233110,False,0,76561197995287773
2016-07-16,322910,False,2,76561197995287773
2014-12-26,276340,True,2,76561197995287773
2016-05-14,227940,True,1,76561198089643196
2015-03-13,304930,True,1,76561198104393251
2016-03-30,730,True,1,76561198075322986
2016-06-18,448530,True,1,76561198055786387
2016-03-20,304410,True,2,76561198055786387
2016-03-20,620,True,2,76561198055786387
2014-12-23,274920,True,2,76561198055786387
2013-12-26,211820,True,2,76561198055786387
2016-03-20,219890,True,1,76561198055786387
2013-05-18,49520,True,2,76561198055786387
2013-01-09,223510,True,1,76561198055786387
2012-11-30,440,True,2,76561198055786387
2016-04-22,252950,True,2,76561198151910904
2014-03-10,240,True,1,76561198066902183
2014-02-27,105600,True,1,76561198066902183
2013-11-25,204300,True,2,76561198066902183
2014-06-11,730,True,1,76561198066902183
2015-09-04,440,False,0,76561198066902183
2014-06-18,570,True,0,76561198066902183
2015-05-11,268750,True,2,76561198071214618
2015-05-22,570,True,2,76561198115115631
2015-08-10,570,True,2,76561198071175142
2015-07-07,271590,True,2,76561198071175142
2015-05-13,360870,True,1,76561198191333731
2015-05-02,730,True,2,76561198191333731
2016-03-12,230410,True,0,76561198052736868
2013-09-15,12900,True,2,76561198052736868
2014-11-04,301520,True,1,76561198088147599
2014-08-07,6060,True,0,76561198059519402
2014-06-30,730,True,2,76561198059519402
2014-08-21,107410,True,1,76561198059519402
2014-07-16,304930,True,2,76561198059519402
2015-08-07,335670,True,0,76561198045754869
2015-08-02,215080,True,2,76561198076098774
2014-02-24,570,True,1,76561198103253374
2015-12-28,271590,True,1,76561198048417105
2015-02-27,730,True,2,76561198048417105
2016-08-13,244160,True,2,76561198048417105
2016-02-14,270880,True,2,76561198048417105
2015-01-16,8190,True,1,76561198090842891
2015-06-10,247730,False,0,76561198055767971
2014-11-27,233630,True,1,76561197998052647
2016-02-24,303390,False,1,76561198123280390
2014-08-02,221100,True,2,76561198145436942
2014-11-03,208812,False,0,76561197973962178
2015-10-17,218620,False,1,76561197973962178
2013-10-08,243120,True,2,76561197973962178
2015-12-28,234140,True,2,76561197973962178
2014-05-08,204450,True,2,76561197973962178
2014-02-18,225260,True,1,76561197973962178
2013-10-27,50300,True,2,76561197973962178
2014-06-04,201810,True,2,76561197973962178
2016-07-09,212630,False,0,76561197973962178
2016-03-02,427820,False,1,76561197973962178
2014-02-26,500,True,2,76561198046015922
2014-02-26,440,True,2,76561198046015922
2014-02-26,49520,True,2,76561198046015922
2013-07-15,550,True,2,76561198046015922
2015-06-16,206420,True,1,76561198063595238
2014-07-20,213670,True,2,76561198063595238
2015-08-24,550,True,2,76561198064608459
2014-03-14,231040,True,2,76561198079990063
2014-08-28,221100,True,1,76561198087332642
2016-01-11,376300,False,2,76561198087332642
2015-05-30,351040,True,2,76561198051017916
2014-05-26,250600,True,2,76561198051017916
2016-08-15,227940,True,1,76561198050176480
2016-03-25,437220,True,2,76561198050176480
2015-03-05,221100,True,2,76561198050176480
2016-07-16,301520,False,1,76561198096766604
2015-07-23,264710,True,2,76561197995322437
2014-07-07,218620,True,1,76561198070484359
2015-01-16,206420,True,1,76561198084542731
2014-02-16,47790,True,2,76561198084542731
2015-04-11,570,True,2,76561198103671881
2016-08-22,236110,True,0,76561197974266367
2015-10-16,346110,True,0,76561197974266367
2016-01-09,232790,True,1,76561197974266367
2012-07-15,440,True,2,76561198006592023
2011-01-27,70,True,1,76561198006592023
2011-01-27,420,True,2,76561198006592023
2011-01-27,380,True,2,76561198006592023
2011-01-27,220,True,2,76561198006592023
2010-12-16,1250,True,2,76561198006592023
2015-09-09,339230,False,1,76561198050004858
2015-10-15,349700,True,2,76561198050004858
2013-11-26,226700,True,2,76561198050004858
2013-12-12,209160,True,2,76561198050004858
2013-12-15,219990,True,0,76561198018683659
2014-03-05,213670,True,1,76561198018683659
2013-11-30,21100,False,0,76561198018683659
2013-12-02,8190,True,1,76561198018683659
2013-11-28,215470,False,0,76561198018683659
2014-09-11,730,True,2,76561198092227136
2014-05-26,1250,True,2,76561198092227136
2014-07-18,4000,True,1,76561198089539976
2015-09-10,401650,True,1,76561198007584361
2012-05-22,35450,True,2,76561198061137771
2015-01-17,230410,True,2,76561198072341833
2014-10-24,304930,False,0,76561198072341833
2014-10-27,290020,True,1,76561198055973093
2014-02-08,248860,True,1,76561198055973093
2016-07-24,211820,True,1,76561198055973093
2014-03-08,226700,False,0,76561197978442610
2015-06-10,244850,True,1,76561197978442610
2015-03-13,298260,True,1,76561198054040292
2015-10-01,370240,False,0,76561198078799606
2015-06-29,730,True,2,76561198078799606
2014-05-02,233450,True,1,76561198078799606
2016-06-27,214420,True,2,76561198067520555
2016-06-26,365670,True,1,76561198067520555
2016-06-26,440,True,2,76561198067520555
2016-06-26,4000,True,2,76561198067520555
2013-05-06,221260,True,1,76561198067520555
2016-03-24,369070,False,1,76561198095708135
2016-05-06,91310,False,0,76561198095708135
2015-08-31,218620,True,0,76561198072918306
2015-12-28,419070,True,1,76561198072918306
2015-11-23,333930,False,1,76561198072918306
2015-09-04,287700,True,1,76561198072918306
2015-01-10,302830,False,1,76561198054465623
2014-01-04,24240,True,2,76561198054465623
2015-04-24,39800,True,1,76561198054465623
2014-02-21,250600,True,1,76561198054465623
2015-07-13,105600,True,2,76561198054465623
2014-04-03,113020,True,1,76561198054465623
2014-08-29,440,True,1,76561198084687167
2016-06-08,221100,True,1,76561198084687167
2014-11-16,238960,True,1,76561198057005123
2015-01-04,310370,True,1,76561198119635144
2014-12-06,260410,True,1,76561198119635144
2014-05-16,236390,True,0,76561198119635144
2015-11-26,221100,False,1,76561198052108889
2016-03-06,383870,True,2,76561198052108889
2015-06-12,248820,True,1,76561198087436922
2014-08-28,730,True,2,76561198087436922
2014-05-20,550,True,2,76561198087436922
2014-03-25,204030,True,2,76561198087436922
2013-12-02,440,True,2,76561198087436922
2015-11-15,383080,True,2,76561198087436922
2014-09-02,304930,True,2,76561198065500375
2015-02-05,242760,True,1,76561198074644990
2015-02-06,207230,True,2,76561198074644990
2013-12-24,9180,False,0,76561198074644990
2015-12-11,730,True,0,76561198064304806
2014-02-16,10150,True,2,76561198044661522
2016-06-24,4000,True,2,76561198044661522
2015-01-17,214950,True,1,76561198057086148
2014-06-21,218620,True,2,76561198103673180
2016-06-03,292030,True,2,76561198103673180
2016-06-24,261640,True,2,76561198103673180
2014-12-30,220240,True,2,76561198103673180
2015-07-09,271290,False,0,76561198103673180
2014-07-31,313740,True,1,76561198001612399
2012-07-12,34330,True,1,76561198001612399
2015-05-01,271590,True,2,76561198001612399
2016-08-14,570,True,2,76561198049455674
2015-02-02,291550,True,2,76561198091378873
2013-12-16,259080,True,2,76561198091378873
2014-01-05,233250,True,1,76561198035060604
2014-11-23,256350,True,2,76561198035060604
2015-03-11,249380,True,2,76561198035060604
2016-08-28,275850,False,0,76561198060344583
2016-01-10,337320,True,1,76561198167207237
2015-12-25,391540,True,0,76561198167207237
2015-11-29,265930,True,1,76561198167207237
2015-11-06,620,True,2,76561198167207237
2015-02-27,730,True,1,76561198042686759
2014-04-13,10090,True,2,76561198073508075
2016-01-22,251570,True,1,76561198073508075
2014-06-07,218680,True,1,76561198073508075
2016-04-12,252490,False,2,76561198074323290
2016-08-21,251060,False,1,76561198074323290
2016-07-28,252490,False,0,76561198090899557
2015-06-05,22370,True,2,76561198029864696
2015-09-02,307690,True,1,76561198029864696
2015-06-05,72850,True,2,76561198029864696
2015-01-15,1250,True,1,76561198055363234
2014-01-12,440,True,0,76561198063624801
2014-05-03,440,True,2,76561198107138336
2013-12-13,570,True,1,76561198070263209
2015-09-06,248610,True,1,76561198015968275
2014-02-12,208090,True,2,76561198085624670
2014-04-28,250340,True,2,76561198082614708
2014-02-09,244850,True,2,76561198054531989
2015-04-24,221640,True,2,76561198054531989
2015-03-21,104900,True,2,76561198054531989
2015-02-28,105600,True,2,76561198054531989
2015-07-15,9450,False,1,76561198054531989
2014-10-07,262410,True,2,76561198097012821
2015-12-22,222940,True,2,76561198097012821
2014-05-06,221040,True,2,76561198097012821
2014-02-22,221100,True,1,76561198068565589
2015-07-18,286570,True,1,76561198068565589
2014-10-24,263440,False,2,76561198068565589
2014-01-02,4000,True,2,76561198031629115
2014-06-07,223710,True,1,76561198031955420
2014-10-28,317360,True,2,76561198076727678
2014-10-15,108600,True,0,76561198076727678
2013-12-20,259080,True,2,76561198076727678
2013-12-06,208520,True,1,76561198076727678
2015-09-27,239660,True,1,76561198067713802
2015-03-28,304930,True,2,76561198067713802
2016-07-08,730,True,2,76561198187212131
2016-07-29,495890,True,1,76561198044678148
2016-07-05,472680,True,1,76561198044678148
2014-04-25,4000,True,2,76561198088142152
2014-11-01,295270,True,2,76561198068368825
2015-05-21,265930,True,2,76561198068368825
2015-12-29,283920,True,1,76561198127777505
2015-10-18,440,True,2,76561198127777505
2015-12-30,294650,True,1,76561198127777505
2016-01-09,432020,False,0,76561198003056556
2014-08-15,233720,True,1,76561198003056556
2016-07-16,319630,True,0,76561198094996791
2015-12-30,12120,True,1,76561198094996791
2016-07-24,241930,True,1,76561198094996791
2016-05-30,428690,True,2,76561198094996791
2015-10-07,55230,True,2,76561198094996791
2016-01-01,243470,False,0,76561198094996791
2015-06-05,227860,False,0,76561198066501403
2015-01-09,218620,True,1,76561198081216764
2014-02-01,208090,True,0,76561198095481910
2016-05-12,730,True,2,76561198164545985
2015-03-02,228280,True,1,76561198040467599
2014-10-16,240760,True,1,76561198040467599
2015-01-26,226700,True,1,76561198075935236
2015-08-27,250900,True,2,76561198075935236
2015-11-09,35450,True,1,76561198113948502
2016-07-07,9900,True,2,76561198064165439
2014-10-02,212680,True,2,76561198064165439
2015-09-13,346110,False,1,76561198064165439
2016-08-28,236370,True,1,76561198109133095
2016-07-07,381210,True,1,76561198071952798
2016-01-14,265930,False,1,76561198071952798
