user_id,user_url,steam_id
maxpaynepillkiller,http://steamcommunity.com/id/maxpaynepillkiller,76561198094996791
AlexNoClutch,http://steamcommunity.com/id/AlexNoClutch,76561198066501403
Alexwai04,http://steamcommunity.com/id/Alexwai04,76561198081216764
76561198095481910,http://steamcommunity.com/profiles/76561198095481910,76561198095481910
76561198164545985,http://steamcommunity.com/profiles/76561198164545985,76561198164545985
AlkalineDeath,http://steamcommunity.com/id/AlkalineDeath,76561198040467599
76561198075935236,http://steamcommunity.com/profiles/76561198075935236,76561198075935236
mintifreshbadger,http://steamcommunity.com/id/mintifreshbadger,76561198113948502
AlpacaRevolution,http://steamcommunity.com/id/AlpacaRevolution,76561198064165439
AlphaBryn444,http://steamcommunity.com/id/AlphaBryn444,76561198109133095
76561198071952798,http://steamcommunity.com/profiles/76561198071952798,76561198071952798
76561198009001563,http://steamcommunity.com/profiles/76561198009001563,76561198009001563
76561198016753953,http://steamcommunity.com/profiles/76561198016753953,76561198016753953
smegmyfoodle,http://steamcommunity.com/id/smegmyfoodle,76561198044281309
76561198057869849,http://steamcommunity.com/profiles/76561198057869849,76561198057869849
76561198058836921,http://steamcommunity.com/profiles/76561198058836921,76561198058836921
lol_ursuchanoob,http://steamcommunity.com/id/lol_ursuchanoob,76561198055479817
AMV72,http://steamcommunity.com/id/AMV72,76561197971372464
76561198069170979,http://steamcommunity.com/profiles/76561198069170979,76561198069170979
76561198085956238,http://steamcommunity.com/profiles/76561198085956238,76561198085956238
76561198132540690,http://steamcommunity.com/profiles/76561198132540690,76561198132540690
711armageddoncarmageddon,http://steamcommunity.com/id/711armageddoncarmageddon,76561198087759807
76561198034868596,http://steamcommunity.com/profiles/76561198034868596,76561198034868596
Andraison,http://steamcommunity.com/id/Andraison,76561198067449201
76561198055790408,http://steamcommunity.com/profiles/76561198055790408,76561198055790408
76561198069560699,http://steamcommunity.com/profiles/76561198069560699,76561198069560699
76561198099625419,http://steamcommunity.com/profiles/76561198099625419,76561198099625419
76561198084032274,http://steamcommunity.com/profiles/76561198084032274,76561198084032274
Angrovar,http://steamcommunity.com/id/Angrovar,76561198060146226
AngryAinsley,http://steamcommunity.com/id/AngryAinsley,76561198131002806
uradumbtit,http://steamcommunity.com/id/uradumbtit,76561198064433302
76561198037038784,http://steamcommunity.com/profiles/76561198037038784,76561198037038784
IKillNoobsFirst,http://steamcommunity.com/id/IKillNoobsFirst,76561198046317409
76561198037888300,http://steamcommunity.com/profiles/76561198037888300,76561198037888300
1234865654,http://steamcommunity.com/id/1234865654,76561198086384812
76561198040925596,http://steamcommunity.com/profiles/76561198040925596,76561198040925596
76561198084123358,http://steamcommunity.com/profiles/76561198084123358,76561198084123358
Apachehavoc,http://steamcommunity.com/id/Apachehavoc,76561198056692523
ApexNZ,http://steamcommunity.com/id/ApexNZ,76561198075053271
76561198039441595,http://steamcommunity.com/profiles/76561198039441595,76561198039441595
76561198036687918,http://steamcommunity.com/profiles/76561198036687918,76561198036687918
benjamin27,http://steamcommunity.com/id/benjamin27,76561198083557617
AppoGetsSuperAdmin,http://steamcommunity.com/id/AppoGetsSuperAdmin,76561198052921535
76561198071475367,http://steamcommunity.com/profiles/76561198071475367,76561198071475367
76561198049916759,http://steamcommunity.com/profiles/76561198049916759,76561198049916759
76561198065064829,http://steamcommunity.com/profiles/76561198065064829,76561198065064829
XABLAUziitu,http://steamcommunity.com/id/XABLAUziitu,76561198031162085
76561198012909706,http://steamcommunity.com/profiles/76561198012909706,76561198012909706
dragonchief,http://steamcommunity.com/id/dragonchief,76561198011336251
76561198040530605,http://steamcommunity.com/profiles/76561198040530605,76561198040530605
76561197974500703,http://steamcommunity.com/profiles/76561197974500703,76561197974500703
76561198047185525,http://steamcommunity.com/profiles/76561198047185525,76561198047185525
sweep6060,http://steamcommunity.com/id/sweep6060,76561198067808950
bilyitu,http://steamcommunity.com/id/bilyitu,76561198082360492
76561198021244661,http://steamcommunity.com/profiles/76561198021244661,76561198021244661
76561198088538797,http://steamcommunity.com/profiles/76561198088538797,76561198088538797
deployablearchnagel,http://steamcommunity.com/id/deployablearchnagel,76561198071483936
rotflmaoman,http://steamcommunity.com/id/rotflmaoman,76561198045715119
armouredmarshmallow,http://steamcommunity.com/id/armouredmarshmallow,76561198104386187
76561198020928326,http://steamcommunity.com/profiles/76561198020928326,76561198020928326
Array71,http://steamcommunity.com/id/Array71,76561198039667033
76561198039874575,http://steamcommunity.com/profiles/76561198039874575,76561198039874575
arronlim13,http://steamcommunity.com/id/arronlim13,76561198089824807
ARTHERDUNGER10,http://steamcommunity.com/id/ARTHERDUNGER10,76561198066630066
Mackus1011,http://steamcommunity.com/id/Mackus1011,76561198074783119
76561198041877981,http://steamcommunity.com/profiles/76561198041877981,76561198041877981
ARZARNAR,http://steamcommunity.com/id/ARZARNAR,76561198059173677
darkmassieh,http://steamcommunity.com/id/darkmassieh,76561198054496878
asianturtlefrenzy,http://steamcommunity.com/id/asianturtlefrenzy,76561198100436187
blowjobsfurdayzandgayz,http://steamcommunity.com/id/blowjobsfurdayzandgayz,76561198090520850
76561198082992295,http://steamcommunity.com/profiles/76561198082992295,76561198082992295
LaLocaDeLosDulces,http://steamcommunity.com/id/LaLocaDeLosDulces,76561198027993240
76561198064352761,http://steamcommunity.com/profiles/76561198064352761,76561198064352761
assassin_warman,http://steamcommunity.com/id/assassin_warman,76561198027176626
Astrelt,http://steamcommunity.com/id/Astrelt,76561198056770012
76561198091740831,http://steamcommunity.com/profiles/76561198091740831,76561198091740831
AtomicWoodchuck,http://steamcommunity.com/id/AtomicWoodchuck,76561197970409140
omgihaveawebpage,http://steamcommunity.com/id/omgihaveawebpage,76561198072886602
Swish0009,http://steamcommunity.com/id/Swish0009,76561198044571371
Aurora99,http://steamcommunity.com/id/Aurora99,76561198060037470
76561198053071988,http://steamcommunity.com/profiles/76561198053071988,76561198053071988
76561198083375450,http://steamcommunity.com/profiles/76561198083375450,76561198083375450
scroopy22,http://steamcommunity.com/id/scroopy22,76561198007437864
76561198078730600,http://steamcommunity.com/profiles/76561198078730600,76561198078730600
auzmoz,http://steamcommunity.com/id/auzmoz,76561197999326884
auzzie_96,http://steamcommunity.com/id/auzzie_96,76561198150875994
fatrangacuntnolifevirgin,http://steamcommunity.com/id/fatrangacuntnolifevirgin,76561198088436468
76561198064150679,http://steamcommunity.com/profiles/76561198064150679,76561198064150679
76561198110293299,http://steamcommunity.com/profiles/76561198110293299,76561198110293299
de_triggered,http://steamcommunity.com/id/de_triggered,76561198075881644
76561198071748311,http://steamcommunity.com/profiles/76561198071748311,76561198071748311
Azrafael,http://steamcommunity.com/id/Azrafael,76561197964215262
-Azsael-,http://steamcommunity.com/id/-Azsael-,76561197997534851
76561198076301023,http://steamcommunity.com/profiles/76561198076301023,76561198076301023
hoarbiscuit,http://steamcommunity.com/id/hoarbiscuit,76561198064199288
bohgeraltofrivia,http://steamcommunity.com/id/bohgeraltofrivia,76561198045742150
TeH-B-Rad,http://steamcommunity.com/id/TeH-B-Rad,76561198066255404
BAW_Killer,http://steamcommunity.com/id/BAW_Killer,76561197962403792
gamerdude7892,http://steamcommunity.com/id/gamerdude7892,76561198072107662
2ez4medick,http://steamcommunity.com/id/2ez4medick,76561198083985672
BBBirb,http://steamcommunity.com/id/BBBirb,76561198107930572
AgentXiri,http://steamcommunity.com/id/AgentXiri,76561198044742654
76561197998761331,http://steamcommunity.com/profiles/76561197998761331,76561197998761331
76561198064579722,http://steamcommunity.com/profiles/76561198064579722,76561198064579722
76561198096750939,http://steamcommunity.com/profiles/76561198096750939,76561198096750939
potatoskins,http://steamcommunity.com/id/potatoskins,76561198043890597
crispymemesmantheyremyfavourite,http://steamcommunity.com/id/crispymemesmantheyremyfavourite,76561198091215848
76561198074409406,http://steamcommunity.com/profiles/76561198074409406,76561198074409406
H-Alo,http://steamcommunity.com/id/H-Alo,76561198033993807
420Blz,http://steamcommunity.com/id/420Blz,76561198005849033
76561198076548816,http://steamcommunity.com/profiles/76561198076548816,76561198076548816
chillrend,http://steamcommunity.com/id/chillrend,76561198084316222
BarretaJrs,http://steamcommunity.com/id/BarretaJrs,76561198078195232
Gborges,http://steamcommunity.com/id/Gborges,76561198081021515
lukeyturley,http://steamcommunity.com/id/lukeyturley,76561198108641918
PolygonCloud,http://steamcommunity.com/id/PolygonCloud,76561198089414638
76561198095142204,http://steamcommunity.com/profiles/76561198095142204,76561198095142204
BOB_200,http://steamcommunity.com/id/BOB_200,76561198034974534
76561198070735033,http://steamcommunity.com/profiles/76561198070735033,76561198070735033
